Species,Species.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,First.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Quercus suber,Quercus suber,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,34,1,wfo-0000293451,urn:lsid:ipni.org:names:296785-1,175312,Quercus suber,species,wfo-1000040902,L.,Fagaceae,,,NA,Quercus,Cerris,suber,,species,Valid,Sp. Pl. : 995 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 995 1753  to Sp. Pl. : 995 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-175312 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-175312,The Fagaceae TEN,A,kew-175312,,FALSE,,,
Pinus mugo,Pinus mugo,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,35,1,wfo-0000481789,urn:lsid:ipni.org:names:677083-1,380254,Pinus mugo,species,wfo-4000029794,Turra,Pinaceae,,,NA,Pinus,,mugo,,species,Valid,Giorn. Italia Sci. Nat. 1: 152 (1764),Accepted,,,NA,"Source in seed data: wcs Updated majorGroup from A to G, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2562441 >The Plant List v.1.1.</a> Originally in <a href=h",http://www.theplantlist.org/tpl1.1/record/kew-2562441,The Conifer Taxonomic Expert Network,G,kew-2562441,,FALSE,,,
Tragus berteronianus,Tragus berteronianus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,36,1,wfo-0000903944,urn:lsid:ipni.org:names:256481-2,446767,Tragus berteronianus,species,wfo-4000038780,Schult.,Poaceae,,,NA,Tragus,,berteronianus,,species,Valid,Mant. 2: 205 (1824),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Mant. 2: 205 1824  to Mant. 2: 205 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-446767 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-446767,The Poaceae TEN,A,kew-446767,,FALSE,,,
Thyridolepis mitchelliana,Thyridolepis mitchelliana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,37,1,wfo-0000903695,urn:lsid:ipni.org:names:424259-1,446573,Thyridolepis mitchelliana,species,wfo-4000038342,(Nees) S.T.Blake,Poaceae,,,NA,Thyridolepis,,mitchelliana,,species,Valid,Contr. Queensland Herb. 13: 27 (1972),Accepted,,wfo-0000881513,NA,"Source in seed data: wcs Update namepublishedIn from Contr. Queensland Herb. 13: 27. 1972  to Contr. Queensland Herb. 13: 27 (1972), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/",http://www.theplantlist.org/tpl1.1/record/kew-446573,The Poaceae TEN,A,kew-446573,,FALSE,,,
Gynerium sagittatum,Gynerium sagittatum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,38,1,wfo-0000873721,urn:lsid:ipni.org:names:404486-1,418272,Gynerium sagittatum,species,wfo-4000016573,P.Beauv.,Poaceae,,,NA,Gynerium,,sagittatum,,species,Valid,Ess. Agrostogr. : 138 (1812),Accepted,,wfo-0000896720,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Aubl.) P.Beauv. to P.Beauv., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-418272 >The Plant List",http://www.theplantlist.org/tpl1.1/record/kew-418272,The Poaceae TEN,A,kew-418272,,FALSE,,,
Paspalum erianthum,Paspalum erianthum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,39,1,wfo-0000887638,urn:lsid:ipni.org:names:414122-1,431555,Paspalum erianthum,species,wfo-4000028287,Nees ex Trin.,Poaceae,,,NA,Paspalum,,erianthum,,species,Valid,Gram. Panic. : 121 (1826),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Gram. Panic. 121 1826  to Gram. Panic. : 121 (1826), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-431555 >T",http://www.theplantlist.org/tpl1.1/record/kew-431555,The Poaceae TEN,A,kew-431555,,FALSE,,,
Microstegium fasciculatum,Microstegium fasciculatum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,40,1,wfo-0000879966,urn:lsid:ipni.org:names:160567-2,424331,Microstegium fasciculatum,species,wfo-4000024227,(L.) Henrard,Poaceae,,,NA,Microstegium,,fasciculatum,,species,Valid,Blumea 3: 453 (1940),Accepted,,wfo-0000920176,NA,"Source in seed data: wcs Update namepublishedIn from Blumea 3: 453 1940  to Blumea 3: 453 (1940), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-424331 >The Plant",http://www.theplantlist.org/tpl1.1/record/kew-424331,The Poaceae TEN,A,kew-424331,,FALSE,,,
Mentzelia nuda,Mentzelia nuda,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,41,1,wfo-0001073691,urn:lsid:ipni.org:names:157477-2,18900229,Mentzelia nuda,species,wfo-4000023752,(Pursh) Torr. & A.Gray,Loasaceae,,,NA,Mentzelia,,nuda,,species,Valid,Fl. N. Amer. 1: 535 (1840),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Fl. N. Amer. 1(3): 535 1840  to Fl. N. Amer. 1: 535 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-18",http://www.theplantlist.org/tpl1.1/record/tro-18900229,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-18900229,,FALSE,,,
Chamaecrista desvauxii,Chamaecrista desvauxii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,42,1,wfo-0000175503,urn:lsid:ipni.org:names:54460-2,21660,Chamaecrista desvauxii,species,wfo-4000007584,(Collad.) Killip,Fabaceae,,,NA,Chamaecrista,,desvauxii,,species,Valid,Brittonia3: 165 (1939),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to Brittonia 3: 165 (1939), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-21660 >The Plant List v.1.1.</a",https://www.legumedata.org/taxonomy/taxon/714802,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-21660,,FALSE,,,
Paspalum notatum,Paspalum notatum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,43,1,wfo-0000888093,urn:lsid:ipni.org:names:414477-1,431974,Paspalum notatum,species,wfo-4000028287,Flüggé,Poaceae,,,NA,Paspalum,,notatum,,species,Valid,"Gram. Monogr., Paspalum : 106 (1810)",Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Gram. Monogr., Paspalum 106 1810  to Gram. Monogr., Paspalum : 106 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.",http://www.theplantlist.org/tpl1.1/record/kew-431974,The Poaceae TEN,A,kew-431974,,FALSE,,,
Glyphochloa santapaui,Glyphochloa santapaui,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,44,1,wfo-0000873403,urn:lsid:ipni.org:names:908784-1,417984,Glyphochloa santapaui,species,wfo-4000015862,(Jain & Desh.) Clayton,Poaceae,,,NA,Glyphochloa,,santapaui,,species,Valid,Kew Bull. 35: 815 (1981),Accepted,,,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (S.K.Jain & Deshp.) Clayton to (Jain & Desh.) Clayton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-417984,The Poaceae TEN,A,kew-417984,,FALSE,,,
Ottochloa nodosa,Ottochloa nodosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,45,1,wfo-0000882675,urn:lsid:ipni.org:names:410269-1,426923,Ottochloa nodosa,species,wfo-4000027489,(Kunth) Dandy,Poaceae,,,NA,Ottochloa,,nodosa,,species,Valid,J. Bot. 69: 55 (1931),Accepted,,wfo-0000885425,NA,"Source in seed data: wcs Update namepublishedIn from J. Bot. 69: 55 1931  to J. Bot. 69: 55 (1931), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-426923 >The Pla",http://www.theplantlist.org/tpl1.1/record/kew-426923,The Poaceae TEN,A,kew-426923,,FALSE,,,
Apluda mutica,Apluda mutica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,46,1,wfo-0000848312,urn:lsid:ipni.org:names:389111-1,394154,Apluda mutica,species,wfo-4000002695,L.,Poaceae,,,NA,Apluda,,mutica,,species,Valid,Sp. Pl. 1: 82. 1753 [1 May 1753],Accepted,,,NA,"Source in seed data: wcs Updated namepublishedIn from Sp. Pl. 82 1753  to Sp. Pl. 1: 82. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-394154",http://www.theplantlist.org/tpl1.1/record/kew-394154,The Poaceae TEN,A,kew-394154,,FALSE,,,
Yakirra pauciflora,Yakirra pauciflora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,47,1,wfo-0000885645,urn:lsid:ipni.org:names:412579-1,429690,Panicum pauciflorum,species,wfo-4000027882,R.Br.,Poaceae,,,NA,Panicum,,pauciflorum,,species,Valid,Prodr. Fl. Nov. Holland. : 191 (1810),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Prodr. Fl. Nov. Holl. 191 1810  to Prodr. Fl. Nov. Holland. : 191 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:412579-1,The Poaceae TEN,A,kew-429690,,TRUE,Synonym,wfo-0000907593,Yakirra pauciflora
Panicum capillare,Panicum capillare,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,48,1,wfo-0000883399,urn:lsid:ipni.org:names:181618-2,427592,Panicum capillare,species,wfo-4000027882,L.,Poaceae,,,NA,Panicum,,capillare,,species,Valid,Sp. Pl. : 58 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 58 1753  to Sp. Pl. : 58 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-427592 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-427592,The Poaceae TEN,A,kew-427592,,FALSE,,,
Pentaclethra macrophylla,Pentaclethra macrophylla,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,49,1,wfo-0000178053,urn:lsid:ipni.org:names:513038-1,241,Pentaclethra macrophylla,species,wfo-4000028562,Benth.,Fabaceae,,,NA,Pentaclethra,,macrophylla,,species,Valid,J. Bot. (Hooker)4: 330 (1841),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from J. Bot. (Hooker) 4: 330. 1841  to J. Bot. (Hooker) 4: 330 (1841), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",https://www.legumedata.org/taxonomy/taxon/538453,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-241,,FALSE,,,
Hyparrhenia diplandra,Hyparrhenia diplandra,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,50,1,wfo-0000875230,urn:lsid:ipni.org:names:405503-1,419740,Hyparrhenia diplandra,species,wfo-4000018737,(Hack.) Stapf,Poaceae,,,NA,Hyparrhenia,,diplandra,,species,Valid,Fl. Trop. Afr. 9: 368 (1919),Accepted,,wfo-0000846454,NA,"Source in seed data: wcs Update namepublishedIn from Fl. Trop. Afr. [Oliver et al.] 9(2): 368. 1919 [29 Jan 1919]  to Fl. Trop. Afr. 9: 368 (1919), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",http://www.theplantlist.org/tpl1.1/record/kew-419740,The Poaceae TEN,A,kew-419740,,FALSE,,,
Sohnsia filifolia,Sohnsia filifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,51,1,wfo-0000900068,urn:lsid:ipni.org:names:238192-2,443173,Sohnsia filifolia,species,wfo-4000035670,(E.Fourn.) Airy Shaw,Poaceae,,,NA,Sohnsia,,filifolia,,species,Valid,Kew Bull. 18: 272 (1965),Accepted,,wfo-0000858232,NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 18: 272 1965  to Kew Bull. 18: 272 (1965), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-443173 >T",http://www.theplantlist.org/tpl1.1/record/kew-443173,The Poaceae TEN,A,kew-443173,,FALSE,,,
Homopholis belsonii,Homopholis belsonii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,52,1,wfo-0000874624,urn:lsid:ipni.org:names:405122-1,419160,Homopholis belsonii,species,wfo-4000018202,C.E.Hubb.,Poaceae,,,NA,Homopholis,,belsonii,,species,Valid,Bull. Misc. Inform. Kew 1934: 127 (1934),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Bull. Misc. Inform. Kew 1934: 127 1934  to Bull. Misc. Inform. Kew 1934: 127 (1934), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist",http://www.theplantlist.org/tpl1.1/record/kew-419160,The Poaceae TEN,A,kew-419160,,FALSE,,,
Moorochloa malacodes,Moorochloa malacodes,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,53,1,wfo-0000880564,urn:lsid:ipni.org:names:77065029-1,424916,Moorochloa malacodes,species,wfo-4000024817,(Mez & K.Schum.) Veldkamp,Poaceae,,,NA,Moorochloa,,malacodes,,species,Valid,Reinwardtia 12: 139 (2004),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Reinwardtia 12(2): 139. 2004 [22 Nov 2004]  to Reinwardtia 12: 139 (2004), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77065029-1,The Poaceae TEN,A,kew-424916,,FALSE,,,
Paspalum flaccidum,Paspalum flaccidum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,54,1,wfo-0000887682,urn:lsid:ipni.org:names:414159-1,431595,Paspalum flaccidum,species,wfo-4000028287,Nees,Poaceae,,,NA,Paspalum,,flaccidum,,species,Valid,Fl. Bras. Enum. Pl. 2: 48 (1829),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Fl. Bras. Enum. Pl. 2(1): 48. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras. to Fl. Bras. Enum. Pl. 2: 48 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in ",http://www.theplantlist.org/tpl1.1/record/kew-431595,The Poaceae TEN,A,kew-431595,,FALSE,,,
Cynodon plectostachyus,Cynodon plectostachyus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,55,1,wfo-0000861260,urn:lsid:ipni.org:names:397115-1,406415,Cynodon plectostachyus,species,wfo-4000010411,(K.Schum.) Pilg.,Poaceae,,,NA,Cynodon,,plectostachyus,,species,Valid,Bot. Jahrb. Syst. 40: 82 (1907),Accepted,,wfo-0000877914,NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 40(1): 82. 1907 [21 May 1907]  to Bot. Jahrb. Syst. 40: 82 (1907), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist",http://www.theplantlist.org/tpl1.1/record/kew-406415,The Poaceae TEN,A,kew-406415,,FALSE,,,
Chrysopogon gryllus,Chrysopogon gryllus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,56,1,wfo-0000859844,urn:lsid:ipni.org:names:396148-1,405088,Chrysopogon gryllus,species,wfo-4000008234,Trin.,Poaceae,,,NA,Chrysopogon,,gryllus,,species,Valid,Fund. Agrost. (Trinius) 188. 1820,Accepted,,wfo-0000846693,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Trin. to Trin., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-405088 >The Plant List v.1.1.</",http://www.theplantlist.org/tpl1.1/record/kew-405088,The Poaceae TEN,A,kew-405088,,FALSE,,,
Lithocarpus echinophorus,Lithocarpus echinophorus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,57,1,wfo-0000229886,urn:lsid:ipni.org:names:358733-1,114442,Lithocarpus echinophorus,species,wfo-4000021973,(Hickel & A.Camus) A.Camus,Fagaceae,,,NA,Lithocarpus,,echinophorus,,species,Valid,Rivièra Sci. 18: 40 (1931),Accepted,,wfo-0000264936,NA,"Source in seed data: wcs Update namepublishedIn from Rivièra Sci. 18: 40 1931  to Rivièra Sci. 18: 40 (1931), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-114",http://www.theplantlist.org/tpl1.1/record/kew-114442,The Fagaceae TEN,A,kew-114442,,FALSE,,,
Mentzelia albescens,Mentzelia albescens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,58,1,wfo-0001073640,urn:lsid:ipni.org:names:60443474-2,18900171,Mentzelia albescens,species,wfo-4000023752,(Gillies ex Arn.) Benth. & Hook.f. ex Griseb.,Loasaceae,,,NA,Mentzelia,,albescens,,species,Valid,"Abh. Königl. Ges. Wiss. Göttingen, Math.-Phys. Kl. 19: 150 (1874)",Accepted,,wfo-0000560750,NA,"Source in seed data: tro Update namepublishedIn from Abh. Königl. Ges. Wiss. Göttingen 19: 150 1874  to Abh. Königl. Ges. Wiss. Göttingen, Math.-Phys. Kl. 19: 150 (1874), information provided by Alan E. on email Jun. 07 2021 More details could be fou",http://www.theplantlist.org/tpl1.1/record/tro-18900171,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-18900171,,FALSE,,,
Muehlenbeckia tuggeranong,Muehlenbeckia tuggeranong,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,59,1,wfo-0000452324,urn:lsid:ipni.org:names:998959-1,645240,Muehlenbeckia tuggeranong,species,,Mallinson,Polygonaceae,,,NA,Muehlenbeckia,,tuggeranong,,species,,Telopea 7: 215 (1997),Unchecked,,,NA,"Source in seed data: ksu Update namepublishedIn from Telopea 7: 215 1997  to Telopea 7: 215 (1997), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2508859 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2508859,The Caryophyllales Taxonomic Expert Network,A,kew-2508859,,FALSE,,,
Vachellia tortuosa,Vachellia tortuosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,60,1,wfo-0001277461,urn:lsid:ipni.org:names:60441241-2,50294153,Vachellia tortuosa,species,wfo-4000039929,(L.) Seigler & Ebinger,Fabaceae,,,NA,Vachellia,,tortuosa,,species,Valid,Phytologia87: 168 (2005 publ. 2006),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Phytologia 87(3): 168. 2006 [dt. Dec 2005; publ. 4 Jan 2006]  to Phytologia 87: 168 (2005 publ. 2006), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:",https://www.legumedata.org/taxonomy/taxon/471631,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-50294153,,FALSE,,,
Ageratina adenophora,Ageratina adenophora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,61,1,wfo-0000022875,urn:lsid:ipni.org:names:6811-2,GCC-98D946B5-CF50-45F5-BA5D-CB49AE6AC04F,Ageratina adenophora,species,wfo-4000000936,(Spreng.) R.M.King & H.Rob.,Asteraceae,,,NA,Ageratina,,adenophora,,species,Valid,Phytologia 19: 211 (1970),Accepted,,wfo-0000059952,NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 19 211 1970  to Phytologia 19: 211 (1970), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-122109 >",http://www.theplantlist.org/tpl1.1/record/gcc-122109,The Asteraceaae TEN,A,gcc-122109,,FALSE,,,
Mimosa similis,Mimosa similis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,62,1,wfo-0000169831,urn:lsid:ipni.org:names:161984-2,16135,Mimosa similis,species,wfo-4000024328,Britton & Rose,Fabaceae,,,NA,Mimosa,,similis,,species,Valid,"N.L.Britton & al. (eds.), N. Amer. Fl.23: 166 (1928)",Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to N. Amer. Fl. 23: 166 (1928), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-16135 >The Plant List v.1.1",https://www.legumedata.org/taxonomy/taxon/373540,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-16135,,FALSE,,,
Piptadenia floribunda,Piptadenia floribunda,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,63,1,wfo-0000181738,urn:lsid:ipni.org:names:283076-2,27857,Piptadenia floribunda,species,wfo-4000029816,Kleinhoonte,Fabaceae,,,NA,Piptadenia,,floribunda,,species,Valid,Recueil Trav. Bot. Néerl.30: 168 (1933),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to Recueil Trav. Bot. Néerl. 30: 168 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-27857 >The Pl",https://www.legumedata.org/taxonomy/taxon/554798,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-27857,,FALSE,,,
